0.1,15
0.1,15
0.1,15
0.1,1000
0.1,157
0.1,683
0.1,15
0.1,15
0.1,66
0.1,15
0.1,15
0.1,16
0.1,7
0.1,16
0.1,7
0.1,37
0.1,8
0.1,13
0.1,157
0.1,9
0.1,8
0.1,1000
0.1,8
0.1,27
0.1,75
0.1,12
0.1,20
0.1,7
0.1,10
0.1,400
0.1,8
0.1,9
0.1,230
0.1,6
0.1,7
0.1,8
0.1,68
0.1,156
0.1,686
0.1,1000
0.1,8
0.1,15
0.1,15
0.1,9
0.1,1000
0.1,46
0.1,462
0.1,14
0.1,163
0.1,11
0.1,255
0.1,6
0.1,20
0.1,32
0.1,315
0.1,550
0.1,177
0.1,11
0.1,6
0.1,19
0.1,62
0.1,33
0.1,7
0.1,77
0.1,6
0.1,7
0.1,9
0.1,7
0.1,7
0.1,15
0.1,9
0.1,107
0.1,10
0.1,373
0.1,17
0.1,10
0.1,32
0.1,7
0.1,18
0.1,20
0.1,32
0.1,28
0.1,19
0.1,10
0.1,10
0.1,178
0.1,898
0.1,1000
0.1,7
0.1,27
0.1,644
0.1,22
0.1,14
0.1,15
0.1,1000
0.1,8
0.1,9
0.1,394
0.1,12
0.1,1000
0.2,754
0.2,898
0.2,515
0.2,415
0.2,492
0.2,407
0.2,913
0.2,323
0.2,1000
0.2,921
0.2,969
0.2,147
0.2,638
0.2,944
0.2,715
0.2,955
0.2,632
0.2,1000
0.2,509
0.2,610
0.2,849
0.2,995
0.2,69
0.2,226
0.2,807
0.2,125
0.2,884
0.2,1000
0.2,973
0.2,269
0.2,360
0.2,1000
0.2,182
0.2,438
0.2,261
0.2,1000
0.2,870
0.2,455
0.2,625
0.2,289
0.2,498
0.2,296
0.2,1000
0.2,482
0.2,165
0.2,312
0.2,473
0.2,1000
0.2,1000
0.2,755
0.2,1000
0.2,512
0.2,460
0.2,622
0.2,223
0.2,1000
0.2,502
0.2,1000
0.2,964
0.2,564
0.2,1000
0.2,1000
0.2,267
0.2,1000
0.2,575
0.2,1000
0.2,732
0.2,267
0.2,84
0.2,1000
0.2,702
0.2,195
0.2,1000
0.2,471
0.2,342
0.2,1000
0.2,719
0.2,270
0.2,910
0.2,431
0.2,427
0.2,262
0.2,729
0.2,295
0.2,292
0.2,1000
0.2,361
0.2,430
0.2,164
0.2,1000
0.2,388
0.2,1000
0.2,122
0.2,755
0.2,613
0.2,608
0.2,1000
0.2,1000
0.2,231
0.2,743
0.30000000000000004,926
0.30000000000000004,1000
0.30000000000000004,312
0.30000000000000004,355
0.30000000000000004,1000
0.30000000000000004,1000
0.30000000000000004,865
0.30000000000000004,315
0.30000000000000004,315
0.30000000000000004,483
0.30000000000000004,823
0.30000000000000004,597
0.30000000000000004,1000
0.30000000000000004,344
0.30000000000000004,497
0.30000000000000004,831
0.30000000000000004,506
0.30000000000000004,1000
0.30000000000000004,1000
0.30000000000000004,941
0.30000000000000004,351
0.30000000000000004,365
0.30000000000000004,1000
0.30000000000000004,484
0.30000000000000004,1000
0.30000000000000004,469
0.30000000000000004,587
0.30000000000000004,388
0.30000000000000004,1000
0.30000000000000004,386
0.30000000000000004,463
0.30000000000000004,271
0.30000000000000004,1000
0.30000000000000004,156
0.30000000000000004,272
0.30000000000000004,820
0.30000000000000004,152
0.30000000000000004,1000
0.30000000000000004,1000
0.30000000000000004,945
0.30000000000000004,1000
0.30000000000000004,741
0.30000000000000004,621
0.30000000000000004,756
0.30000000000000004,1000
0.30000000000000004,359
0.30000000000000004,710
0.30000000000000004,656
0.30000000000000004,501
0.30000000000000004,995
0.30000000000000004,1000
0.30000000000000004,684
0.30000000000000004,861
0.30000000000000004,137
0.30000000000000004,297
0.30000000000000004,209
0.30000000000000004,935
0.30000000000000004,1000
0.30000000000000004,892
0.30000000000000004,578
0.30000000000000004,458
0.30000000000000004,1000
0.30000000000000004,602
0.30000000000000004,1000
0.30000000000000004,445
0.30000000000000004,1000
0.30000000000000004,208
0.30000000000000004,1000
0.30000000000000004,706
0.30000000000000004,203
0.30000000000000004,543
0.30000000000000004,262
0.30000000000000004,1000
0.30000000000000004,326
0.30000000000000004,1000
0.30000000000000004,1000
0.30000000000000004,642
0.30000000000000004,436
0.30000000000000004,188
0.30000000000000004,420
0.30000000000000004,1000
0.30000000000000004,367
0.30000000000000004,195
0.30000000000000004,1000
0.30000000000000004,1000
0.30000000000000004,1000
0.30000000000000004,1000
0.30000000000000004,391
0.30000000000000004,246
0.30000000000000004,824
0.30000000000000004,441
0.30000000000000004,302
0.30000000000000004,606
0.30000000000000004,1000
0.30000000000000004,447
0.30000000000000004,1000
0.30000000000000004,538
0.30000000000000004,1000
0.30000000000000004,717
0.30000000000000004,512
0.4,1000
0.4,103
0.4,1000
0.4,1000
0.4,462
0.4,1000
0.4,735
0.4,297
0.4,819
0.4,934
0.4,314
0.4,1000
0.4,420
0.4,110
0.4,540
0.4,831
0.4,355
0.4,777
0.4,1000
0.4,1000
0.4,464
0.4,457
0.4,1000
0.4,973
0.4,275
0.4,777
0.4,249
0.4,852
0.4,546
0.4,812
0.4,560
0.4,312
0.4,1000
0.4,480
0.4,1000
0.4,1000
0.4,684
0.4,812
0.4,730
0.4,1000
0.4,1000
0.4,1000
0.4,774
0.4,568
0.4,1000
0.4,1000
0.4,1000
0.4,466
0.4,628
0.4,656
0.4,513
0.4,618
0.4,389
0.4,361
0.4,305
0.4,708
0.4,535
0.4,1000
0.4,131
0.4,1000
0.4,293
0.4,1000
0.4,348
0.4,780
0.4,765
0.4,808
0.4,796
0.4,1000
0.4,879
0.4,1000
0.4,979
0.4,1000
0.4,1000
0.4,1000
0.4,405
0.4,450
0.4,623
0.4,180
0.4,811
0.4,1000
0.4,208
0.4,1000
0.4,989
0.4,764
0.4,954
0.4,319
0.4,1000
0.4,176
0.4,665
0.4,636
0.4,451
0.4,283
0.4,724
0.4,388
0.4,1000
0.4,495
0.4,623
0.4,167
0.4,1000
0.4,1000
0.5,1000
0.5,1000
0.5,429
0.5,1000
0.5,438
0.5,411
0.5,201
0.5,594
0.5,277
0.5,1000
0.5,1000
0.5,210
0.5,1000
0.5,1000
0.5,1000
0.5,224
0.5,1000
0.5,1000
0.5,853
0.5,564
0.5,545
0.5,597
0.5,546
0.5,133
0.5,459
0.5,833
0.5,442
0.5,599
0.5,426
0.5,418
0.5,1000
0.5,1000
0.5,550
0.5,248
0.5,888
0.5,374
0.5,1000
0.5,941
0.5,1000
0.5,273
0.5,196
0.5,238
0.5,566
0.5,527
0.5,394
0.5,1000
0.5,755
0.5,475
0.5,1000
0.5,485
0.5,482
0.5,389
0.5,253
0.5,702
0.5,211
0.5,640
0.5,289
0.5,1000
0.5,547
0.5,466
0.5,649
0.5,356
0.5,1000
0.5,788
0.5,318
0.5,981
0.5,888
0.5,137
0.5,137
0.5,963
0.5,1000
0.5,1000
0.5,510
0.5,945
0.5,66
0.5,138
0.5,170
0.5,984
0.5,241
0.5,1000
0.5,42
0.5,814
0.5,1000
0.5,473
0.5,1000
0.5,653
0.5,503
0.5,271
0.5,224
0.5,1000
0.5,391
0.5,892
0.5,1000
0.5,1000
0.5,715
