0.1,9
0.1,10
0.1,7
0.1,22
0.1,10
0.1,15
0.1,6
0.1,11
0.1,6
0.1,6
0.1,6
0.1,111
0.1,6
0.1,7
0.1,15
0.1,6
0.1,16
0.1,6
0.1,6
0.1,427
0.1,10
0.1,6
0.1,6
0.1,21
0.1,7
0.1,7
0.1,5
0.1,6
0.1,6
0.1,6
0.1,6
0.1,104
0.1,90
0.1,13
0.1,89
0.1,6
0.1,10
0.1,6
0.1,5
0.1,6
0.1,15
0.1,97
0.1,5
0.1,6
0.1,7
0.1,6
0.1,15
0.1,7
0.1,6
0.1,11
0.1,10
0.1,10
0.1,65
0.1,6
0.1,13
0.1,6
0.1,424
0.1,394
0.1,87
0.1,7
0.1,6
0.1,15
0.1,84
0.1,529
0.1,6
0.1,7
0.1,8
0.1,6
0.1,8
0.1,6
0.1,15
0.1,7
0.1,6
0.1,6
0.1,7
0.1,6
0.1,7
0.1,6
0.1,6
0.1,7
0.1,15
0.1,7
0.1,195
0.1,23
0.1,66
0.1,7
0.1,7
0.1,8
0.1,82
0.1,8
0.1,6
0.1,6
0.1,7
0.1,6
0.1,7
0.1,33
0.1,8
0.1,6
0.1,360
0.1,6
0.2,452
0.2,53
0.2,81
0.2,320
0.2,179
0.2,625
0.2,70
0.2,116
0.2,539
0.2,427
0.2,416
0.2,214
0.2,1000
0.2,222
0.2,530
0.2,846
0.2,277
0.2,176
0.2,20
0.2,329
0.2,416
0.2,101
0.2,117
0.2,1000
0.2,511
0.2,184
0.2,79
0.2,24
0.2,566
0.2,200
0.2,357
0.2,583
0.2,313
0.2,455
0.2,121
0.2,94
0.2,279
0.2,404
0.2,582
0.2,143
0.2,100
0.2,511
0.2,42
0.2,40
0.2,688
0.2,156
0.2,792
0.2,222
0.2,732
0.2,44
0.2,355
0.2,454
0.2,236
0.2,116
0.2,67
0.2,99
0.2,299
0.2,352
0.2,308
0.2,143
0.2,98
0.2,419
0.2,20
0.2,94
0.2,34
0.2,109
0.2,140
0.2,348
0.2,115
0.2,618
0.2,203
0.2,223
0.2,623
0.2,156
0.2,151
0.2,161
0.2,210
0.2,617
0.2,525
0.2,121
0.2,52
0.2,437
0.2,944
0.2,424
0.2,737
0.2,213
0.2,127
0.2,52
0.2,138
0.2,11
0.2,174
0.2,201
0.2,152
0.2,795
0.2,16
0.2,183
0.2,440
0.2,42
0.2,230
0.2,154
0.30000000000000004,237
0.30000000000000004,157
0.30000000000000004,397
0.30000000000000004,605
0.30000000000000004,1000
0.30000000000000004,405
0.30000000000000004,801
0.30000000000000004,176
0.30000000000000004,374
0.30000000000000004,83
0.30000000000000004,231
0.30000000000000004,282
0.30000000000000004,676
0.30000000000000004,558
0.30000000000000004,556
0.30000000000000004,172
0.30000000000000004,619
0.30000000000000004,259
0.30000000000000004,143
0.30000000000000004,200
0.30000000000000004,65
0.30000000000000004,125
0.30000000000000004,187
0.30000000000000004,211
0.30000000000000004,643
0.30000000000000004,323
0.30000000000000004,324
0.30000000000000004,81
0.30000000000000004,636
0.30000000000000004,372
0.30000000000000004,443
0.30000000000000004,408
0.30000000000000004,164
0.30000000000000004,116
0.30000000000000004,270
0.30000000000000004,58
0.30000000000000004,379
0.30000000000000004,535
0.30000000000000004,994
0.30000000000000004,117
